FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,fips,LaborForce_CurrentMonth,LaborForce_01Month,LaborForce_02Month,LaborForce_03Month,LaborForce_04Month,LaborForce_05Month,LaborForce_06Month,LaborForce_07Month,LaborForce_08Month,LaborForce_09Month,LaborForce_10Month,LaborForce_11Month,LaborForce_12Month,LaborForce_13Month,Employed_CurrentMonth,Employed_01Month,Employed_02Month,Employed_03Month,Employed_04Month,Employed_05Month,Employed_06Month,Employed_07Month,Employed_08Month,Employed_09Month,Employed_10Month,Employed_11Month,Employed_12Month,Employed_13Month,Unemployed_CurrentMonth,Unemployed_01Month,Unemployed_02Month,Unemployed_03Month,Unemployed_04Month,Unemployed_05Month,Unemployed_06Month,Unemployed_07Month,Unemployed_08Month,Unemployed_09Month,Unemployed_10Month,Unemployed_11Month,Unemployed_12Month,Unemployed_13Month,PctUnemployed_CurrentMonth,PctUnemployed_01Month,PctUnemployed_02Month,PctUnemployed_03Month,PctUnemployed_04Month,PctUnemployed_05Month,PctUnemployed_06Month,PctUnemployed_07Month,PctUnemployed_08Month,PctUnemployed_09Month,PctUnemployed_10Month,PctUnemployed_11Month,PctUnemployed_12Month,PctUnemployed_13Month,CurrentMonth,P01Month,P02Month,P03Month,P04Month,P05Month,P06Month,P07Month,P08Month,P09Month,P10Month,P11Month,P12Month,P13Month,SHAPE_Length,SHAPE_Area
1862,00974133,36069,1668081009,47854414,Ontario County,New York,36069,55498,56038,56116,55321,55307,55696,55463,55013,55376,55510,54831,55038,55372,55802,52853,53540,53489,53005,53333,53738,53554,53021,53295,53492,52925,53046,52978,53141,2645,2498,2627,2316,1974,1958,1909,1992,2081,2018,1906,1992,2394,2661,4.8,4.5,4.7,4.2,3.6,3.5,3.4,3.6,3.8,3.6,3.5,3.6,4.3,4.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.32724317576794,0.188980912964205
1863,00974134,36071,2103886749,68105750,Orange County,New York,36071,184061,184812,185860,183775,185012,185360,185148,186884,188781,186740,183648,183113,183830,183784,176234,177326,178171,176624,178197,178419,178250,179253,181156,179869,177295,176976,176836,176268,7827,7486,7689,7151,6815,6941,6898,7631,7625,6871,6353,6137,6994,7516,4.3,4.1,4.1,3.9,3.7,3.7,3.7,4.1,4,3.7,3.5,3.4,3.8,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.41250278642376,0.233870845450974
1864,00974135,36073,1013366843,1103741897,Orleans County,New York,36073,17298,17705,17906,17673,17574,17604,17666,17688,17754,17550,17054,17258,17338,17718,16328,16738,16869,16719,16792,16887,16972,16791,16871,16806,16380,16538,16451,16747,970,967,1037,954,782,717,694,897,883,744,674,720,887,971,5.6,5.5,5.8,5.4,4.4,4.1,3.9,5.1,5,4.2,4,4.2,5.1,5.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.41587963159098,0.112772411416813
1865,00974136,36075,2464751381,933476015,Oswego County,New York,36075,53134,53728,53988,53216,52937,53074,52945,53146,53453,53034,52342,52238,52754,53122,49710,50310,50355,50027,50252,50598,50444,50446,50605,50363,49806,49622,49627,49604,3424,3418,3633,3189,2685,2476,2501,2700,2848,2671,2536,2616,3127,3518,6.4,6.4,6.7,6,5.1,4.7,4.7,5.1,5.3,5,4.8,5,5.9,6.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.95899590843507,0.293388197248172
1866,00974137,36077,2594487145,36314099,Otsego County,New York,36077,27869,28222,27920,27724,27941,28244,28203,28541,28871,28435,27561,27719,27796,27914,26360,26774,26376,26421,26857,27204,27195,27440,27648,27335,26596,26672,26502,26443,1509,1448,1544,1303,1084,1040,1008,1101,1223,1100,965,1047,1294,1471,5.4,5.1,5.5,4.7,3.9,3.7,3.6,3.9,4.2,3.9,3.5,3.8,4.7,5.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.97664029654832,0.28873076893828
1867,00974138,36079,596542964,41243959,Putnam County,New York,36079,51645,51713,51691,51213,51413,51601,51080,51258,51925,51363,51119,50858,51229,50952,49491,49669,49600,49255,49566,49714,49241,49247,49924,49540,49415,49194,49343,48894,2154,2044,2091,1958,1847,1887,1839,2011,2001,1823,1704,1664,1886,2058,4.2,4,4,3.8,3.6,3.7,3.6,3.9,3.9,3.5,3.3,3.3,3.7,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.22008435532252,0.0686994916306395
1868,00974139,36081,281734463,179364919,Queens County,New York,36081,1115479,1143541,1128582,1129372,1132200,1140962,1136055,1136396,1142317,1135700,1134869,1137831,1148990,1152844,1074096,1109421,1093585,1098757,1099168,1103794,1101224,1095372,1099855,1096611,1096753,1100884,1105748,1106386,41383,34120,34997,30615,33032,37168,34831,41024,42462,39089,38116,36947,43242,46458,3.7,3,3.1,2.7,2.9,3.3,3.1,3.6,3.7,3.4,3.4,3.2,3.8,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.20755462792757,0.0350461600616963
1869,00974140,36083,1689852106,33533280,Rensselaer County,New York,36083,81971,82606,82456,81341,81709,81706,81051,81140,81317,81388,80450,80376,80818,80919,78419,79250,78958,78286,78878,78855,78230,77968,78131,78448,77708,77663,77563,77375,3552,3356,3498,3055,2831,2851,2821,3172,3186,2940,2742,2713,3255,3544,4.3,4.1,4.2,3.8,3.5,3.5,3.5,3.9,3.9,3.6,3.4,3.4,4,4.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.85213010289414,0.189373724794881
1870,00974141,36085,148976885,115948458,Richmond County,New York,36085,217064,222822,220077,220013,220678,222594,221536,222534,223566,221573,221299,221683,223943,224842,208341,215436,212504,213450,213599,214671,214030,213152,213820,213173,213068,213682,214603,214842,8723,7386,7573,6563,7079,7923,7506,9382,9746,8400,8231,8001,9340,10000,4,3.3,3.4,3,3.2,3.6,3.4,4.2,4.4,3.8,3.7,3.6,4.2,4.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,0.821941063863764,0.0163341387033979
1871,00974142,36087,449218387,66842906,Rockland County,New York,36087,155243,155260,155635,153959,155142,155509,155035,156427,158135,156705,154867,154212,154980,154259,149313,149590,149813,148534,149876,150033,149597,150306,152039,151301,149875,149408,149497,148287,5930,5670,5822,5425,5266,5476,5438,6121,6096,5404,4992,4804,5483,5972,3.8,3.7,3.7,3.5,3.4,3.5,3.5,3.9,3.9,3.4,3.2,3.1,3.5,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.0754987809462,0.0553580471837398
1872,00977309,36089,6939877189,367298360,St. Lawrence County,New York,36089,43297,44009,43687,43921,43781,43862,43961,42603,42613,42674,42661,42856,43256,43904,40424,41358,40810,41402,41597,41774,41913,40250,40164,40424,40561,40557,40557,41091,2873,2651,2877,2519,2184,2088,2048,2353,2449,2250,2100,2299,2699,2813,6.6,6,6.6,5.7,5,4.8,4.7,5.5,5.7,5.3,4.9,5.4,6.2,6.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.78074656683068,0.82647012928315
1873,00974143,36091,2097879145,87573063,Saratoga County,New York,36091,120088,121073,120821,119495,119920,119883,118958,118705,118997,119284,117895,118046,118588,118704,115469,116700,116284,115305,116147,116064,115224,114772,115062,115486,114354,114366,114212,113980,4619,4373,4537,4190,3773,3819,3734,3933,3935,3798,3541,3680,4376,4724,3.8,3.6,3.8,3.5,3.1,3.2,3.1,3.3,3.3,3.2,3,3.1,3.7,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.49121240697386,0.241674400420471
1874,00974144,36093,529862595,12594061,Schenectady County,New York,36093,76770,77324,77164,76287,76648,76657,76000,76049,76228,76346,75509,75407,75768,75796,73512,74262,73967,73332,73902,73899,73267,73049,73185,73511,72865,72781,72697,72475,3258,3062,3197,2955,2746,2758,2733,3000,3043,2835,2644,2626,3071,3321,4.2,4,4.1,3.9,3.6,3.6,3.6,3.9,4,3.7,3.5,3.5,4.1,4.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.31381996859033,0.0597091259488371
1875,00974145,36095,1610503569,11676951,Schoharie County,New York,36095,14716,14989,15076,14758,14674,14619,14637,14639,14722,14590,14240,14405,14534,14819,13835,14105,14151,14037,14111,14065,14080,13992,14040,13999,13696,13798,13737,13876,881,884,925,721,563,554,557,647,682,591,544,607,797,943,6,5.9,6.1,4.9,3.8,3.8,3.8,4.4,4.6,4.1,3.8,4.2,5.5,6.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.97152717611665,0.177906132080828
1876,00974146,36097,850405405,36246373,Schuyler County,New York,36097,7906,8027,8073,7916,7955,8134,8220,8192,8362,8195,7992,7955,7934,8065,7376,7515,7539,7475,7605,7836,7940,7871,8036,7883,7697,7596,7462,7538,530,512,534,441,350,298,280,321,326,312,295,359,472,527,6.7,6.4,6.6,5.6,4.4,3.7,3.4,3.9,3.9,3.8,3.7,4.5,5.9,6.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.6597200636584,0.0969424528039151
1877,00974147,36099,838403628,172828921,Seneca County,New York,36099,15882,16208,16313,16077,16101,16087,16118,16229,16321,16148,15719,15714,15767,15948,15078,15437,15501,15361,15523,15534,15580,15662,15733,15581,15200,15183,15089,15201,804,771,812,716,578,553,538,567,588,567,519,531,678,747,5.1,4.8,5,4.5,3.6,3.4,3.3,3.5,3.6,3.5,3.3,3.4,4.3,4.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.66754811401273,0.111242780798594
1878,00974148,36101,3601520291,35040141,Steuben County,New York,36101,41911,42795,43375,42461,42357,42582,42832,42517,42502,42860,41809,41928,42182,42810,39574,40462,40955,40317,40532,40859,41170,40750,40714,41124,40121,40118,39953,40327,2337,2333,2420,2144,1825,1723,1662,1767,1788,1736,1688,1810,2229,2483,5.6,5.5,5.6,5,4.3,4,3.9,4.2,4.2,4.1,4,4.3,5.3,5.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.72219704752796,0.396822339841886
1879,00974149,36103,2361568402,3784825485,Suffolk County,New York,36103,781117,783945,787677,778232,778538,782005,776821,785615,792358,787206,773165,768876,774308,769799,748379,752486,754715,748689,751074,754784,750203,753852,760908,760302,748168,744398,744797,737356,32738,31459,32962,29543,27464,27221,26618,31763,31450,26904,24997,24478,29511,32443,4.2,4,4.2,3.8,3.5,3.5,3.4,4,4,3.4,3.2,3.2,3.8,4.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,4.80129453769763,0.322534703974052
1880,00974150,36105,2507463739,74034521,Sullivan County,New York,36105,35501,37039,37082,36200,36499,36592,37070,39015,38706,37185,35767,35525,35642,35670,33731,35341,35346,34598,35063,35237,35761,37580,37280,35844,34486,34243,34077,34003,1770,1698,1736,1602,1436,1355,1309,1435,1426,1341,1281,1282,1565,1667,5,4.6,4.7,4.4,3.9,3.7,3.5,3.7,3.7,3.6,3.6,3.6,4.4,4.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.75359407688612,0.279299465392899
1881,00974151,36107,1343194530,11058001,Tioga County,New York,36107,22735,22934,22878,22633,22597,22776,22668,22520,22620,22932,22671,22566,22777,22818,21525,21779,21698,21627,21747,21912,21843,21637,21708,22027,21851,21719,21700,21648,1210,1155,1180,1006,850,864,825,883,912,905,820,847,1077,1170,5.3,5,5.2,4.4,3.8,3.8,3.6,3.9,4,3.9,3.6,3.8,4.7,5.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.07263882712333,0.147551323397618
1882,00974152,36109,1229314959,43787671,Tompkins County,New York,36109,49538,50354,48698,49738,49795,50174,49325,47830,48128,47722,49179,49954,50805,51018,47726,48573,46835,48073,48154,48363,47512,45894,46127,45911,47577,48371,49015,49072,1812,1781,1863,1665,1641,1811,1813,1936,2001,1811,1602,1583,1790,1946,3.7,3.5,3.8,3.3,3.3,3.6,3.7,4,4.2,3.8,3.3,3.2,3.5,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.87828148503217,0.139322749828794
1883,00974153,36111,2911757960,94596776,Ulster County,New York,36111,88314,88527,88437,87580,87788,88786,88179,87711,88568,88443,87373,86796,87153,86963,84567,84917,84706,84291,84741,85702,85113,84176,85008,85206,84431,83912,83724,83195,3747,3610,3731,3289,3047,3084,3066,3535,3560,3237,2942,2884,3429,3768,4.2,4.1,4.2,3.8,3.5,3.5,3.5,4,4,3.7,3.4,3.3,3.9,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.93862204069452,0.32612577759671
1884,00974154,36113,2246082355,166754989,Warren County,New York,36113,31147,31261,31369,30913,30909,31161,31343,32698,32823,32284,30925,30443,30666,30705,29306,29593,29531,29161,29472,29990,30221,31497,31627,31079,29720,28995,28947,28886,1841,1668,1838,1752,1437,1171,1122,1201,1196,1205,1205,1448,1719,1819,5.9,5.3,5.9,5.7,4.6,3.8,3.6,3.7,3.6,3.7,3.9,4.8,5.6,5.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.8295843611647,0.268791570499739
1885,00974155,36115,2152713603,38126958,Washington County,New York,36115,27198,27667,27902,27402,27424,27721,28132,29254,29417,28681,27109,26814,26968,27391,25814,26335,26483,26168,26386,26757,27187,28210,28345,27689,26162,25750,25616,25915,1384,1332,1419,1234,1038,964,945,1044,1072,992,947,1064,1352,1476,5.1,4.8,5.1,4.5,3.8,3.5,3.4,3.6,3.6,3.5,3.5,4,5,5.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.02077397722846,0.243080680788764
1886,00974156,36117,1563912968,2018185132,Wayne County,New York,36117,43611,44343,44597,44049,43819,44026,44053,43786,43970,43857,42983,43323,43586,44198,41356,42176,42342,41961,42186,42473,42516,42087,42284,42268,41477,41724,41578,42050,2255,2167,2255,2088,1633,1553,1537,1699,1686,1589,1506,1599,2008,2148,5.2,4.9,5.1,4.7,3.7,3.5,3.5,3.9,3.8,3.6,3.5,3.7,4.6,4.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.93813780625017,0.175601234355588
1887,00974157,36119,1115219580,179756608,Westchester County,New York,36119,485766,484949,485998,480882,484262,484961,483459,487601,492994,488845,483414,481366,484086,481411,465687,466144,466524,462585,466686,467003,465664,467552,473152,471000,466951,465600,465993,461863,20079,18805,19474,18297,17576,17958,17795,20049,19842,17845,16463,15766,18093,19548,4.1,3.9,4,3.8,3.6,3.7,3.7,4.1,4,3.7,3.4,3.3,3.7,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.88151233721307,0.132792697594199
1888,00974158,36121,1535219547,9158065,Wyoming County,New York,36121,17478,18038,18455,18141,17853,17965,18310,18571,18653,18251,17475,17670,17662,18244,16364,16962,17292,17172,17137,17358,17701,17881,17927,17617,16864,16959,16684,17122,1114,1076,1163,969,716,607,609,690,726,634,611,711,978,1122,6.4,6,6.3,5.3,4,3.4,3.3,3.7,3.9,3.5,3.5,4,5.5,6.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.89669134715959,0.169679847938856
1889,00974159,36123,875801459,97489006,Yates County,New York,36123,11611,11955,12125,11973,11880,11860,12014,11847,11953,11805,11354,11607,11607,12017,11008,11370,11529,11437,11452,11457,11636,11459,11547,11416,10991,11208,11117,11452,603,585,596,536,428,403,378,388,406,389,363,399,490,565,5.2,4.9,4.9,4.5,3.6,3.4,3.1,3.3,3.4,3.3,3.2,3.4,4.2,4.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.50910995014204,0.106817974651829
1890,01008531,37001,1096718106,27958505,Alamance County,North Carolina,37001,80670,83276,82489,82658,82915,83405,82832,82566,83371,82450,82382,81976,82651,82393,77350,80318,79307,80033,80149,80555,80042,79154,79733,78976,79241,79147,79408,79050,3320,2958,3182,2625,2766,2850,2790,3412,3638,3474,3141,2829,3243,3343,4.1,3.6,3.9,3.2,3.3,3.4,3.4,4.1,4.4,4.2,3.8,3.5,3.9,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.42711639338798,0.112478950251654
1891,01008532,37003,673358168,9445988,Alexander County,North Carolina,37003,17775,18275,18185,18128,18187,18212,18129,17987,18249,18223,18229,18143,18224,18188,17165,17728,17588,17626,17666,17651,17595,17338,17589,17557,17604,17589,17591,17537,610,547,597,502,521,561,534,649,660,666,625,554,633,651,3.4,3,3.3,2.8,2.9,3.1,2.9,3.6,3.6,3.7,3.4,3.1,3.5,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.16735649556006,0.0681829381550592
1892,01008533,37005,607139719,3676325,Alleghany County,North Carolina,37005,4269,4428,4351,4396,4470,4438,4455,4417,4491,4462,4471,4361,4304,4439,4014,4199,4109,4199,4282,4242,4276,4200,4265,4238,4266,4160,4085,4213,255,229,242,197,188,196,179,217,226,224,205,201,219,226,6,5.2,5.6,4.5,4.2,4.4,4,4.9,5,5,4.6,4.6,5.1,5.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.37407628624927,0.0614326108336594
1893,01008534,37007,1376478136,14603213,Anson County,North Carolina,37007,10814,11099,11061,10925,10942,10926,10773,10701,10801,10753,10863,10737,10865,10890,10281,10606,10528,10507,10511,10505,10359,10228,10312,10286,10431,10335,10415,10393,533,493,533,418,431,421,414,473,489,467,432,402,450,497,4.9,4.4,4.8,3.8,3.9,3.9,3.8,4.4,4.5,4.3,4,3.7,4.1,4.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.73329599212181,0.137313118015955
1894,01008535,37009,1100930108,8064800,Ashe County,North Carolina,37009,12577,13044,12889,13021,13178,13086,13064,12925,12947,12727,12998,12773,12693,12856,12027,12540,12347,12628,12787,12687,12673,12429,12440,12215,12523,12322,12147,12275,550,504,542,393,391,399,391,496,507,512,475,451,546,581,4.4,3.9,4.2,3,3,3,3,3.8,3.9,4,3.7,3.5,4.3,4.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.61431429330805,0.111456529815962
1895,01008536,37011,640602134,445285,Avery County,North Carolina,37011,6982,7351,7242,7169,7274,7712,7757,7754,7989,7737,7537,7112,7233,7434,6661,7061,6932,6928,7037,7469,7522,7459,7683,7433,7255,6852,6919,7108,321,290,310,241,237,243,235,295,306,304,282,260,314,326,4.6,3.9,4.3,3.4,3.3,3.2,3,3.8,3.8,3.9,3.7,3.7,4.3,4.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.29597473098166,0.0641374418383258
1896,01026333,37013,2155109574,338655073,Beaufort County,North Carolina,37013,19020,19600,19445,19549,19591,19404,19432,19076,19752,19617,19720,19552,19706,19871,18070,18733,18500,18792,18772,18590,18627,18114,18747,18634,18824,18707,18735,18890,950,867,945,757,819,814,805,962,1005,983,896,845,971,981,5,4.4,4.9,3.9,4.2,4.2,4.1,5,5.1,5,4.5,4.3,4.9,4.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,3.62684014254381,0.225436083665328
1897,01026334,37015,1810858586,109088136,Bertie County,North Carolina,37015,7657,7900,7888,7877,7824,7736,7716,7601,7866,7664,7865,7811,7971,8035,7219,7484,7449,7557,7487,7403,7385,7207,7457,7260,7493,7450,7591,7622,438,416,439,320,337,333,331,394,409,404,372,361,380,413,5.7,5.3,5.6,4.1,4.3,4.3,4.3,5.2,5.2,5.3,4.7,4.6,4.8,5.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.49681896032565,0.185827269354897
1898,01026336,37017,2265887723,33010866,Bladen County,North Carolina,37017,14442,14865,14806,14782,14565,14410,14591,14400,14913,14501,14834,14502,14684,14815,13671,14147,14011,14167,13931,13763,13958,13642,14125,13765,14158,13861,13976,14043,771,718,795,615,634,647,633,758,788,736,676,641,708,772,5.3,4.8,5.4,4.2,4.4,4.5,4.3,5.3,5.3,5.1,4.6,4.4,4.8,5.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.71136285405053,0.225955025998892
1899,01026340,37019,2199399191,518904287,Brunswick County,North Carolina,37019,52974,53883,53137,53137,53737,54463,54829,56041,57830,56911,55192,54187,53022,52186,49971,51078,49899,50617,51202,51901,52338,53106,54783,53943,52409,51664,50211,49046,3003,2805,3238,2520,2535,2562,2491,2935,3047,2968,2783,2523,2811,3140,5.7,5.2,6.1,4.7,4.7,4.7,4.5,5.2,5.3,5.2,5,4.7,5.3,6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.65428821547501,0.226138228507809
1900,01008538,37021,1700318985,8942803,Buncombe County,North Carolina,37021,137059,142495,141488,141638,143075,143971,142784,141342,143084,142644,141587,141169,141456,141338,132380,138349,136976,138003,139326,140077,139040,136755,138409,138002,137318,137358,137010,136741,4679,4146,4512,3635,3749,3894,3744,4587,4675,4642,4269,3811,4446,4597,3.4,2.9,3.2,2.6,2.6,2.7,2.6,3.2,3.3,3.3,3,2.7,3.1,3.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.44652463600612,0.170030451398629
1901,01008539,37023,1311146877,20719896,Burke County,North Carolina,37023,40508,41626,41396,41243,41520,41545,41351,41071,41518,41542,41334,41176,41357,41296,38858,40167,39796,39906,40116,40116,39970,39384,39791,39858,39802,39798,39768,39667,1650,1459,1600,1337,1404,1429,1381,1687,1727,1684,1532,1378,1589,1629,4.1,3.5,3.9,3.2,3.4,3.4,3.3,4.1,4.2,4.1,3.7,3.3,3.8,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.96951030414291,0.132714761613006
1902,01008540,37025,935650180,7005427,Cabarrus County,North Carolina,37025,108426,111342,110655,110223,110546,111292,110458,110360,111054,110419,109427,108881,109553,108783,104229,107570,106548,106840,106940,107640,106902,106172,106723,106249,105551,105345,105505,104613,4197,3772,4107,3383,3606,3652,3556,4188,4331,4170,3876,3536,4048,4170,3.9,3.4,3.7,3.1,3.3,3.3,3.2,3.8,3.9,3.8,3.5,3.2,3.7,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.35828206205727,0.093514611602097
1903,01008541,37027,1222192494,7038403,Caldwell County,North Carolina,37027,36056,37044,36828,36706,36989,37045,36870,36624,37000,37091,36881,36743,36915,36891,34544,35700,35363,35461,35672,35690,35555,35041,35356,35452,35367,35374,35345,35241,1512,1344,1465,1245,1317,1355,1315,1583,1644,1639,1514,1369,1570,1650,4.2,3.6,4,3.4,3.6,3.7,3.6,4.3,4.4,4.4,4.1,3.7,4.3,4.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.68136418351177,0.122796560569608
1904,01026335,37029,622448680,181112906,Camden County,North Carolina,37029,4555,4660,4649,4671,4656,4628,4614,4560,4671,4641,4710,4668,4732,4737,4364,4491,4449,4511,4487,4469,4467,4374,4477,4444,4533,4505,4536,4534,191,169,200,160,169,159,147,186,194,197,177,163,196,203,4.2,3.6,4.3,3.4,3.6,3.4,3.2,4.1,4.2,4.2,3.8,3.5,4.1,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.955351042961,0.0643932396394365
1905,01026337,37031,1314684783,2131065796,Carteret County,North Carolina,37031,31118,31816,31300,31674,31993,32046,32289,32857,33864,33554,32760,31867,31524,31443,29680,30490,29835,30577,30892,30917,31192,31507,32445,32124,31436,30547,30052,29855,1438,1326,1465,1097,1101,1129,1097,1350,1419,1430,1324,1320,1472,1588,4.6,4.2,4.7,3.5,3.4,3.5,3.4,4.1,4.2,4.3,4,4.1,4.7,5.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,4.5566886171853,0.167969754126476
