Categories,Created,Description,Experience ID,Participant ID,Sources,Tag,Workshop,0,Categories-Access,Categories-Career,Categories-Compensation,Categories-Interactions,Categories-Learning,Categories-Life,Categories-Recognition,Categories-Respect,Categories-Skills,Sources-Customers,Sources-HR,Sources-Leadership,Sources-Manager,Sources-Peers,Sources-Policy,Sources-Reports
respect,6/11/2020 15:07,"I've had a Senior Leader in my leadership chain make ""off color"" remarks, repeatedly.  Because they are in charge, I didn't feel comfortable saying anything.  Other leaders didn't speak up either.",804,312,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"recognition,respect",6/11/2020 15:07,My suggestions and improvements have been passed to management and provided to upper management without giving recognition to me as the person who made the suggestion. Management took the suggestion as their idea.,806,248,"manager,peers",,7,,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"access,respect,interactions",6/11/2020 15:07,"judged for not being a drinker, not liking happy hour",808,341,"leadership,manager",,7,,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"access,recognition,respect",6/11/2020 15:07,Senior management have been less than inclusive in soliciting my perspective despite my entreaties to share my views.,810,320,leadership,,7,,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"compensation,career,recognition",6/11/2020 15:07,My manager is a woman and doesn't fight for our team in compensation discussions. She backs down.,811,201,manager,,7,,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
respect,6/11/2020 15:07,Led an LGBT resource group (outside of *company*) that was scrutinized more than other resource groups,812,273,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
career,6/11/2020 15:07,I have demonstrated my ability to deliver on all assignments and have asked my manager for feedback as to how I can advance in the deparment over the last 2 1/2 years since joining.  My manager assured me I was doing a good job and had no areas for development.  I was not promoted but a younger colleague was promoted twice.,813,343,"leadership,hr",,7,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"access,compensation,career,recognition,interactions",6/11/2020 15:07,"Someone told me that a woman was complaining to him about how hard it is to be a woman here and to be promoted. He then told me it was her fault for not joining the in-crowd, but the in-crowd does not welcome women.",814,317,leadership,,7,,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"skills,learning,career",6/11/2020 15:07,I was hired in a lower entry level for my experience and was not allowed to advance until I proven myself more than others similarly situated.,815,328,manager,,7,,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"respect,interactions",6/11/2020 15:07,"When my manager was giving me a really hard time and it seemed like gaslighting and had veered into abusive, I talked to an EVP and he told me to just do whatever my manager wanted/how she wanted it done and dismissed my concerns outright. He didn't pay me any attention until someone that had his ear told him that she was very disappointed in his reaction to me.",816,235,leadership,,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
respect,6/11/2020 15:07,"Some of peers have come back to tell me that the supervisor spoke very critical of me in a way that if they didn't know me, they would have a negative opinion of me.",817,318,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"access,skills,learning,recognition,respect,interactions",6/11/2020 15:07,"My former manager changed my reports without consulting me.  Sometimes it was minor, a team member would ask a question but I couldn't answer because I didn't write it.  But at one point an exception to a rule was reduced to an observation without discussing it with me.  It put me in an awkward position when I discovered it because I didn't know if my conclusion was wrong or why.  I ended up discussing it with a trusted manager in another office and escalating the issue to the Ethics team.  I feel *company* has checks and balances to help employees in tough situations, I don't feel all employees take advantage of them.",818,216,"policy,leadership,manager",,7,,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0
respect,6/11/2020 15:07,African American's are not highly regarded,819,292,"leadership,manager",,7,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
respect,6/11/2020 15:07,"At a prior employer, a senior ""well-respected"" colleague insulted my religion.  It happened nearly 20 years ago, but I still remember how aghast I was and how disappointed I was that no one else in attendance said anything then (or even afterwards to me).",820,278,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"access,learning,career,recognition,interactions",6/11/2020 15:07,I felt excluded from transformation projects due to not having prior relationships with transformation leadership. I was again excluded from the second wave wave of projects and those who participated previously were tapped to do this again. I volunteered again but did not get selected. Am I too old? Been at *company* too long?,821,340,leadership,,7,,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
recognition,6/11/2020 15:07,Noticed that most of the people who receive the highest awards (e.g. Presidents)  appear to be management or persons from headquarters.,822,314,"leadership,manager",,7,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
career,6/11/2020 15:07,nepotism at *company*,823,260,leadership,,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"respect,interactions",6/11/2020 15:07,"A senior male leader in describing a project to a large audience, directed a comment at me - he wanted to make it clear that a blotter wasn't something I used on my face.  I was one of 2 women in the room.",824,259,leadership,,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"life,respect",6/11/2020 15:07,Often considered to not be available while working at home which is a widespread misconception,825,327,leadership,,7,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
compensation,6/11/2020 15:07,"I believe that new hires are eligible for more pay at my grade level, but because I was an internal transfer, I am disadvantaged.",826,358,hr,,7,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"respect,interactions",6/11/2020 15:07,"When I asked my manager for a promotion, she told a group of managers, who then told my peers. I felt embarrassed as this should have been a private conversation between myself and my manager.",827,209,"leadership,manager,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
"compensation,career",6/11/2020 15:07,"The ""former"" OFDMI groups have a requirement of being in OFDMI (not just *company*) for eight years to become a Principal Investigator. However, they have hired Associate Principal Investigators with less than eight years in the department as managers, each time they were white males promoted to management.",828,218,"policy,leadership,hr",,7,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
compensation,6/11/2020 15:08,I found out that I am grossly underpaid with respect to my colleagues.,830,329,"leadership,manager,peers",,7,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
"respect,interactions",6/11/2020 15:08,I was introduced to everyone of all levels on the team during my first week.,832,315,"leadership,manager,peers",Positive experience,7,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
"life,respect,other",6/11/2020 15:08,"My former director had a small dinner party at his house. I immediately noticed none of my female co workers were in attendance, and later found they were not invited either.

Had I known the intention behind the dinner, being nothing more than a ‚ 'boys night‚', I would have absolutely declined the invitation.

It went completely against the Diversity training we had taken within weeks before.

I brought it up to my female coworkers as they have worked under this individual far longer than I have and did not receive the same respect that I did. 

What was the most concerning part, was no one else that attended spoke up for our female colleagues even after I brought it to their attention.",833,264,"manager,peers",,7,,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
"access,skills,learning,career,recognition,respect,interactions",6/11/2020 15:08,"When my manager and I had a phone conference to refer a matter to Enforcement, he presented the case, even though I had done all the work and it was my case. As he talked through the main points of the case, he kept saying that I (me) would explain certain details, but by the time he was done, there was almost nothing left for me to say. I felt like he thought I was not capable of doing the presentation, enough though I'm very experienced (lawyer for 20 years) and quite capable of speaking for myself.",834,238,manager,,7,,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0
skills,6/11/2020 15:08,I'm always given the work that no one wants to do.,835,318,leadership,,7,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"access,respect",6/11/2020 14:53,"A few years ago I was taken off of a project/task that I had been doing for a long time and it was given to someone much younger with not as much experience at the task. I saw it as favoritism, but I am not sure what the driving force was. It took a while to process emotionally since I was told the decision was not performance driven. Just wanted someone else to do the job.",704,316,"leadership,peers",,7,,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"access,respect,interactions",6/11/2020 15:08,"When I first started working here, the men who sat near me would go out to lunch together every day. I asked to join but was told I couldn't.",837,317,peers,,7,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"access,learning,career",6/11/2020 15:08,I have been excluded from participating in meeting or opportunities that would enhance my skills or knowledge in areas that are critical to my workflow.,838,320,leadership,,7,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"skills,respect",6/11/2020 15:08,"There are times that I don't understand the distribution of work / projects in my department. We all have different skill sets, but at times we are treated as interchangeable. I understand not having a single point of failure, but at times it feels like I could be training my replacement. After all, I was hired for my skill set.",839,316,"leadership,manager",,7,,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"learning,compensation,respect",6/11/2020 15:08,"As a middle level manager I am the closest to my team from a performance standpoint, yet I am excluded from any discussions regarding their merit or bonus increase % in regards to their compensation.",840,284,manager,,7,,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
"respect,interactions",6/11/2020 15:08,Perception that i have been intentionally ignored on occasion when in the same room with senior management.,841,334,leadership,,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"access,skills,respect,interactions",6/11/2020 15:08,"I was assigned a task to complete which was later reassigned and I found out in an ""oh by the way"" conversation.",842,299,"leadership,peers",,7,,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
"skills,career,recognition,respect",6/11/2020 15:08,Created management reports and provided to peers and managers without recognition.,844,248,"manager,peers",,7,,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"access,interactions",6/11/2020 15:39,"The women in my district office (which there are VERY few of), were almost always excluded from lunch outings with management.",919,302,"manager,peers",,7,,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"respect,interactions",6/11/2020 15:09,"A co-worker told me there was no such thing as ""drama-free"" bridal parties.",846,317,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"access,career,recognition,respect",6/11/2020 15:09,My team's role is often not incorporated into project timelines and is included as an afterthought.,847,262,"leadership,peers",,7,,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
"access,recognition,respect",6/11/2020 15:09,My team is only given the opportunity to participate in projects when I push and remind management of their skills.  This is not the case for other teams.,848,322,"leadership,manager,peers",,7,,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
learning,6/11/2020 15:09,There were many opportunities for learning.,849,315,"leadership,hr,manager",Positive experience,7,,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
access,6/11/2020 15:09,Management has favorites within our department. I feel more opportunities are provided to these employees.,850,226,leadership,,7,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"access,interactions",6/11/2020 15:09,Networking and getting other points of view is very important. My manager says not to speaker to anyone but her. She specifically said not to talk to HR. I told her manager and he had no issue with it.,851,235,manager,,7,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
recognition,6/11/2020 14:53,"Coming from a situation where my characteristics are primarily historically privileged, I have honestly never felt excluded because of personal characteristics. I have felt overlooked and not recognized/respected, but never because of my personal characteristics.",705,253,"leadership,manager,peers",,7,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
"access,skills,recognition,respect",6/11/2020 15:09,"A manager once asked on the floor for assistance in which I raised my hand and volunteer to help, he then said ""No, I will ask the expert"" referring to my co-worker who sat next to me. This made me feel not only excluded but not valued as part of his team.",853,217,manager,,7,,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"respect,interactions",6/11/2020 15:09,A former *company* employee and securities industry member that I have met often continuously pronounces my name incorrectly,854,327,customers,,7,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
career,6/11/2020 15:09,"I was told once during a mentoring session that people with beards do not get hired.
I do not know what validity there was to that but it always felt odd.",855,222,manager,,7,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
recognition,6/11/2020 15:09,"because of having an outgoing personality - ability to socialize and connect people- those traits are not seen as professional or worthy of recognition - sometimes overlooked because ""i'll understand"" and get my recognition one day",856,362,"leadership,manager,peers",,7,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
career,6/11/2020 15:09,People that look like me were either demoted or non-existent in direct management and I was excluded from that opportunity and no explanation was given as to why I was not considered.,857,320,leadership,,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"access,skills,learning,recognition,interactions",6/11/2020 14:53,"I have experienced being left out of meeting,being ""partnered on projects where another person was given most of the visible credit.  Not being able to advance until I proved myself when it appeared others were given a greater benefit of the doubt.  I have not always been given projects that would lead to visibility or that were given consideration by members of upper management.",706,328,"policy,leadership,peers",,7,,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
"career,recognition",6/11/2020 15:09,I was consistently given projects that would not lead to visibility or selected to present in forums where upper management wouldn't be present.,859,328,"leadership,manager",,7,,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
respect,6/11/2020 15:09,"I have a female manager who is combative and argumentative in one to one interactions; manager comes unprepared to meetings, discounts the work that I presented.",860,221,manager,,7,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"respect,interactions",6/11/2020 15:09,I have heard colleagues complain about working with single mothers,861,302,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"skills,respect",6/11/2020 15:09,"Management does not appear to truly my acknowledge skills. I often have to ""prove"" that I am capable to do the examination assigned.",862,329,"leadership,manager",,7,,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
respect,6/11/2020 15:09,Upper Management doesn't even believe Black Lives Matter,863,292,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
compensation,6/11/2020 15:09,Upon being hired finding out less qualified individuals hired at the same time were given higher titles and compensation.,865,363,peers,,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
career,6/11/2020 15:09,Heard a Senior Director make a joke on how individuals of a certain ethnicity can't present well.,866,230,manager,,7,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
access,6/11/2020 15:09,Not included in meetings or conversation on things which I should be involved. The incorrect information is provided and I usually have to correct it.,867,345,manager,,7,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"access,learning,compensation,recognition,respect,interactions",6/11/2020 15:09,"No idea what my manager does on a day to day basis, while I can't carve out time to focus on development because I'm carrying a lot of the team. She doesn't feel the need to be transparent about the work distribution, as often, many supervisors feel.",868,286,"leadership,manager,peers",,7,,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0
"life,interactions",6/11/2020 15:09,"As a female, feel pressure to suppress my emotions and to always have a smile regardless of what is going on around me",869,309,leadership,,7,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"compensation,life",6/11/2020 15:09,"Departments within *company* have different policies. For example, the remote work benefit was adopted by one department a few years before it was allowed in my department. And when it finally was implemented in my department,it was frowned upon by some of our senior managers.",870,249,"leadership,manager,peers",,7,,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
interactions,6/11/2020 15:10,"In a male dominated profession and group, I find it offensive that its assumed I would take care of the social events (i.e.,ordering lunch, etc.)",871,324,"leadership,peers",,7,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"access,skills,learning,career,recognition,respect,interactions",6/11/2020 15:10,"During an OTR testimony, which I was supposed to lead, my manager kept jumping in and taking over large portions of the questioning. I was doing a good job and had created the question list. I have experience doing depositions and interviews.",872,238,manager,,7,,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0
"access,skills,learning,compensation,career,life,recognition,respect,interactions",6/11/2020 15:10,"I believe because I have a great set of senior leaders and peers in my group, I have not experienced any feelings of exclusion in any of the categories presented here during my time at *company*.",873,245,"policy,leadership,hr,manager,peers,reports",,7,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"learning,respect,interactions",6/11/2020 15:10,"I had a peer mentor who made it clear he did not want to mentor me, and undermined me publicly",882,328,peers,,7,,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/11/2020 15:10,"I work in an environment with many ""alpha male"" types.  If I try to get a word in or continuing talking to finish a point, I'm told to be stop.  However, interruptions, sarcasm, and ""loud"" talking are allowable for men in the room.",875,259,"leadership,manager,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
"respect,interactions",6/11/2020 15:10,"Being called 'young lady' by an older, male VP in front of a room of people as a response to something I said.",876,274,leadership,,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"access,career",6/11/2020 15:10,Often the only female and Black person in a management position at meetings,878,327,"hr,customers",,7,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"access,respect,interactions",6/11/2020 15:10,Two of my peers are best friends. In meetings they tend to dismiss what I say and just agree with each other. My manager doesn't say anything.,879,235,"manager,peers",,7,,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
"skills,career,recognition",6/11/2020 15:10,There were times in the past where I felt excluded by my team because my suggestions were often not supported.  That has not happened in my current role.,880,349,manager,,7,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"respect,interactions",6/11/2020 15:10,"A senior department leader often makes religious references that make me feel uncomfortable, as I observe a different religion.",881,262,leadership,,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
access,6/11/2020 15:10,Managers seem to have favorites who are given access.,884,231,manager,,7,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
interactions,6/11/2020 15:11,I feel excluded in workplace interactions.,885,360,"leadership,peers",,7,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
life,6/11/2020 15:11,Extreme pressure to work ADDITIONAL hours prior to maternity leave so that my case numbers are still high for end of year evaluations.,886,218,"leadership,peers",,7,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"respect,interactions",6/11/2020 15:11,"I tried to raise a concern to male HR members about how *company* was lacking in policies for when members of the public, like brokers or customers, call us and tell us they are suicidal. At first, I was brushed off and told something like it was not *company*'s duty to take care of these people. When a suicidal broker called me a second time, I raised the concerns again and was finally understood but told to talk to my manager. I already talked to my manager, which is why I was reaching out to HR. While this situation could have been a simple misunderstanding, I felt like these men were discounting me as just an ""emotional,"" ""sympathetic"" woman.",887,244,"policy,hr",,7,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"skills,recognition,respect,interactions",6/11/2020 15:11,Found issues with a process and brought it to management's attention with solutions.  I was included on the first email discussing the issue and I was then excluded from the email chain and was informed later by a peer that a meeting was held with technology to discuss and implement a fix.,888,351,"leadership,peers",,7,,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0
"access,skills",6/11/2020 15:11,"The other person ask me the question for they do not know and they do not let the other know, where they found the answer.",889,345,manager,,7,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
access,6/11/2020 15:12,There seems to be a bias towards younger employees.,890,252,manager,,7,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
access,6/11/2020 15:12,"Men will talk over me in meetings occasionally, but it was much worse when I was younger. I think that it's better now in part because I'm older, but also because I've become more skilled in controlling the conversations.",891,266,"leadership,peers",,7,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
compensation,6/11/2020 15:12,"I do not feel that I am compensated fairly in salary and rank for my skills, work experience, and years of service at *company*.",892,223,"leadership,hr,manager",,7,,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"learning,respect",6/11/2020 15:14,"During a meeting, a colleague used the the full name of the cop but only the last name for George Floyd. I think that it was a hard learning moment to see how different people may not realize the systematic racism that we are allowing to happen.",893,206,peers,,7,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
respect,6/11/2020 15:15,"The use of ""you guys"", ""young lady"", and other terms have been used and are subtly not inclusive.",894,206,"leadership,hr,manager,peers,customers",,7,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
"respect,interactions",6/11/2020 15:16,"A white, male peer walked out of a room when me, a mixed Asian and white woman, and my other peer, a Latina woman, were trying to explain certain nuances of racism to him.",895,244,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
respect,6/11/2020 15:10,"Only my work was reviewed and my mistakes were made public to the team.  When I asked why the other team wasn't being reviewed, I was told they would be reviewed next year. Next year never came.",883,318,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"skills,career",6/11/2020 15:18,I feel siloed into my current practice/function though I would like to eventually move to another practice that better suits my skillset.,897,336,"leadership,manager",,7,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"career,recognition,respect",6/11/2020 15:18,"Management does not seem to notice my contributions.  For example, I had a responsibility for several years and it was only last year that management seems to have noticed my effort to achieve this task.",898,351,leadership,,7,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
respect,6/11/2020 15:20,"If I disagreed with my Senior Leader and spoke up, I was classified as too dominant.  He wanted me to act like his other women managers, who just agreed with him or kept their mouth shut. I've had my Incentive Compensation cut because I didn't agree my VP.",899,312,leadership,,7,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"learning,respect,interactions",6/11/2020 15:20,"A male colleague, who is in the same position as me, but does have 20 years more experience, works very closely with me. Sometimes brushes off ideas that I have, or comes up with a reason why it wouldnt work (and wont continue the conversation), and does not respect that I bring a lot to the table. My direct manager is much more open, but it is difficult to interact and feel good when interacting with this colleague, even in team meetings.",900,206,peers,,7,,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"access,learning,career",6/11/2020 15:21,The selection of employees for projects are based on relationship with management.,901,351,"policy,leadership",,7,,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"access,career",6/11/2020 15:21,"Slots for special projects were often reserved for specific employees, and not made available/known to anyone else. Consequently, I often didn't even have a chance to express interest.",902,302,manager,,7,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"skills,recognition,respect",6/11/2020 15:22,"My role is much more limited than those with my title in other offices because my manager is concerned about the feelings of my white peers, although I outrank them. I feel like a figurehead. I have to stay in a very narrow lane. But, on the other hand, my peers ask me to do things that they don't want to do and the reason given is that I outrank them.",903,235,"manager,peers",,7,,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"access,skills,learning,career,recognition,respect,interactions",6/11/2020 15:22,"Our director does not get involved much with case matters that we work on with our managers. When we do meet with the director to discuss next-steps on serious matters, the director usually dialogues with the manager and not staff during the meeting, although the staff member did the work and knows more about the matter than the manager. As a result, as a staff member, I feel disrespected, excluded and that my contribution to my work doesn't matter.",904,238,"leadership,manager",,7,,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0
"respect,interactions",6/11/2020 15:23,"Sometimes my direct superior makes it difficult to bring ""bad news"" to her.",905,359,"leadership,manager",,7,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
career,6/11/2020 15:26,New management roles are open for young employees.,906,359,"leadership,peers",,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
respect,6/11/2020 15:26,"In a meeting, 2 male colleagues decided we were ""done"" and started talking to each other about another topic, basically dismissing me.",907,322,peers,,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/11/2020 15:27,Male co-workers have frequently commented on my dietary choices when they perceive them to be unhealthy.,908,317,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/11/2020 15:28,"A male co-worker told me that I ""must have maternal instincts"".",909,317,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"respect,interactions",6/11/2020 15:28,"A male co-worker told me that I needed to keep my ""biological clock"" in mind.",910,317,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"access,skills,recognition",6/11/2020 15:30,My management told me that I might not be allowed to attend a meeting with senior level staff to present my work so that I could take a training course instead.,911,317,"leadership,manager",,7,,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
respect,6/11/2020 15:31,I overheard a co-worker saying he was happy he was having a son because he likes sports and couldn't have shared that with a daughter.,912,317,peers,,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
interactions,6/11/2020 15:31,"An email was sent to a group, addressed to ""ladies and [two individual male names]"" rather than addressing everyone equally.",913,317,peers,,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"learning,career",6/11/2020 15:32,"When asking my previous manager for the opportunity to take on more challenging assignments, I often encountered resistance or flat out rejection without a valid explanation (""let's just wait""). On the other hand, male coworkers with less experience were encouraged to take on those assignments.",914,302,manager,,7,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"learning,compensation,life,recognition,respect",6/11/2020 15:33,"While discussing my long due promotion, I was told by my direct manager that when the direct manager tried to have the conversation with next level management, the direct manager was reminded of a situation when I have to leave office one day in the middle of the day to take my sick child to the doctor while there were questions about a matter that I was working on. I felt that my new situation of having a family and becoming a mother and not being available 100% for the job was used against me in the decision to be promoted.",915,351,"policy,leadership",,7,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0
"access,interactions",6/11/2020 15:34,"During a meeting, a customer directed information specifically to my manager rather than to myself or to us as a team, even though I had arranged and was running the meeting.",916,317,customers,,7,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"access,learning,career,respect",6/11/2020 15:35,"My co-worker told me that he and my manager attended a recruiting event and were discussing the attractiveness of the women coming to talk to them and likelihood of ""scoring"" with them.",917,317,"manager,peers",,7,,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"compensation,career,recognition",6/11/2020 15:37,"When I told my manager I thought I deserved a larger raise and enumerated why, he only said that ""you can't get big raises forever"", even though I am at the lower end of the salary range for my grade level.",918,317,manager,,7,,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"access,respect,interactions",6/11/2020 15:55,"Told to ‚'be nicer', I wasn‚'t being mean, I was holding a standard. I‚'ve never once heard a male colleague told to ‚Äúbe nicer.‚Äù",920,299,"leadership,manager",,7,,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"compensation,career,recognition,respect",6/11/2020 15:56,Male peers or directs earning a higher base salary than female peer or manager.,921,299,"leadership,hr,manager",,7,,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
interactions,6/11/2020 16:14,"When I see others being excluded, it affects me. We've had meetings where my peers and manager talk about staff in a way that I find exclusionary. I've struggled with how I can influence them to be more inclusive and stop being distracted by personal things about people and their own personal feelings. I think I've made progress. At least in front of me, that happens much less frequently. But, it still does happen and I see it most in how they evaluate people without giving priority to people's performance. It's uncomfortable and decreases my trust in them. When your manager is involved, there's no one to talk to so it makes me feel isolated too.",922,235,"manager,peers",,7,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"learning,respect",6/11/2020 20:19,"*company* has the chronic problem of staffing its senior positions using nepotism and connections. This has transported into the new transformed *company* as well. In many cases, the leaders do not know even know what the direct reports produce. This converts their attention to other issues, such as communication, blame games, and equivocations. I have often seen that an opinions is weighted by stereotypical impressions. Being a person of color, this weighs very heavily, but we do grin and bear it.",923,369,leadership,,7,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"skills,interactions",6/11/2020 20:28,"*company* leadership does not value external experience, and expertise. It seems that the lower your qualifications, the higher you go, provided you know the right people. I have myself seen myself pushed out of leadership role, over time, and now take orders from someone who does not even have a understanding of what I do. I suppose this is a form of anti-intellectual bias combined with some of the other biases, that lead to non-inclusion. The people of color are often suppressed from showing their skills to the senior management here, and I have been personally affected by this.",924,369,"leadership,manager",,7,,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
